Vertex Number of Tree:1893
1781 1119 341.079250 13.032574
1782 1203 -133.036440 -298.715800
1786 1794 166.563020 -221.926800
1789 1389 245.830470 -204.687400
1790 1140 201.651820 198.198040
1799 1368 152.039340 -390.319500
1803 1709 -216.116910 498.899080
1806 1155 498.231900 361.826700
1809 1498 445.399080 -122.930160
1813 1159 -308.713650 -147.416370
1816 1847 15.052336 299.420070
1818 1853 -404.908570 -53.431263
1821 1883 49.338654 -372.867830
1834 1172 -73.100190 -458.203060
1846 1225 36.281036 -347.273160
1850 1360 -307.972050 -267.843100
1859 1703 -417.013340 -371.729640
1854 1816 43.895600 500.184970
1857 1407 -154.545780 388.469820
1860 1481 -480.124900 -57.391620
1861 1560 -211.692840 227.865950
1862 1723 -51.853546 -272.581700
1868 1205 472.482330 278.248320
1870 1437 446.732270 208.773420
1874 1841 460.503750 250.581340
1877 1254 -156.888640 384.822660
1884 1259 -398.177030 55.142560
1887 1275 -468.712650 -326.424220
1888 1685 -85.190094 -5.758930
1892 1653 252.915740 303.238130
1894 1694 17.328580 -66.204790
1895 1301 -459.932280 -34.032887
1897 1456 -425.566130 103.215195
1898 1457 -410.562400 267.794650
1899 1458 -470.422180 -52.551380
14 1459 151.275670 422.500700
620 1460 464.814670 -239.288280
705 1892 -388.943800 -416.489100
845 1345 295.845430 -331.656430
1176 1429 -182.135100 185.431260
1131 1499 -350.654570 -108.616530
1138 1341 370.719940 -324.378570
1333 1600 -307.132170 127.886460
525 1677 12.513273 56.246807
1470 1656 -108.279785 315.656650
1800 1318 -499.011050 -271.460300
1802 1331 152.560330 2.990277
1394 1333 -172.850460 233.538620
550 1447 80.060760 47.186504
997 1815 -66.290710 -382.637850
999 1707 -379.157680 384.996600
1462 1399 149.689120 314.116360
1637 1366 197.978910 174.846970
1507 1405 401.974640 -364.179840
934 1613 -450.273600 -302.415440
577 1411 -109.364350 186.273910
1746 1404 -122.268250 20.659771
549 1410 322.031770 -225.413770
1385 1572 -417.171880 -419.928100
1485 1735 -17.795260 -305.888460
1496 1757 -179.375030 -484.929570
1795 1439 -97.213650 -446.159880
1045 1495 344.452360 -197.483230
1239 1782 122.625460 201.823040
1588 1570 -380.178740 -19.023914
1390 1469 -419.435100 -335.998320
1788 1890 -7.587434 -470.976300
1787 1870 488.276900 436.851040
946 1875 -229.290530 -232.087780
1478 1884 126.789276 -81.463700
956 1885 444.739100 495.662630
1025 1886 -113.685000 240.818830
1033 1887 -96.008700 427.804400
1774 1888 26.220243 272.739470
1733 1533 440.433260 -80.595110
1155 1584 70.446625 107.144270
1864 1693 -473.358600 373.691250
1236 1511 -26.573977 -87.593310
1251 1659 -155.577640 204.484300
1268 1879 192.506560 -365.758030
1271 1524 -194.102870 212.824630
1739 1530 -414.868000 -333.705630
1650 1532 -143.126400 -237.411420
1404 1563 -387.505520 273.220430
1445 1628 181.434780 195.553630
1625 1695 -323.891540 246.279340
1523 1712 37.021270 -486.712650
1549 1804 -460.273000 -1.020526
1586 1855 -159.112340 471.398700
1616 1861 -303.748170 69.121570
1621 1586 301.665000 -118.896410
1678 1591 227.762240 -216.384780
1679 1754 343.862640 93.721664
1689 1547 176.516020 -336.262540
1727 1552 308.494000 355.634120
1745 1571 -304.247770 1.038403
1754 1755 -70.387820 -35.601826
1760 1564 281.350430 -82.110000
1797 1569 -115.605070 -68.874280
1807 1595 198.880280 141.712330
1824 1590 293.516450 159.899400
1835 1596 -184.700010 -331.799300
1878 1607 408.898530 -8.086842
1858 1599 -79.461580 466.416400
1869 1666 -132.466640 330.187650
1876 1858 281.424700 387.391880
1880 1891 312.921600 460.125340
1076 1612 -391.097750 477.942350
17 1614 -110.227875 111.834520
1435 1663 -160.806150 -27.337269
1437 1704 102.960785 272.065400
436 1810 130.558930 339.628270
439 1871 -201.653720 -253.235060
571 1654 259.511630 -110.891770
1497 1658 -429.105500 499.671720
1060 1684 163.844640 -380.362400
1424 1670 -265.337160 348.036300
1334 1672 224.530490 172.084880
1526 1726 99.548310 -316.534200
1531 1714 -495.452240 -10.111073
1560 1733 191.304050 -495.943300
1620 1832 -430.091860 42.430830
1833 1833 224.181670 193.392800
1842 1845 -293.366100 -241.457200
614 1780 89.657135 162.649770
1852 1797 317.165000 138.446400
1714 1798 -139.949620 -316.038000
1867 1801 30.649382 364.952240
1710 1802 -177.550600 -13.628468
1761 1812 -406.202500 -381.459500
1120 1813 -143.797270 -39.907948
1847 1863 -77.541110 215.982400
1872 1844 46.343840 -379.513580
189 1873 -211.195650 -361.549350
Edge Number of Tree:1892
(1 ,2):1.000000
(1 ,9):1.000000
(1 ,21):1.000000
(1 ,22):1.000000
(1 ,33):1.000000
(1 ,34):1.000000
(3 ,21):1.000000
(3 ,19):1.000000
(3 ,24):1.000000
(3 ,30):1.000000
(3 ,35):1.000000
(3 ,36):1.000000
(3 ,38):1.000000
(3 ,41):1.000000
(3 ,42):1.000000
(3 ,43):1.000000
(3 ,46):1.000000
(3 ,49):1.000000
(3 ,50):1.000000
(3 ,53):1.000000
(3 ,54):1.000000
(3 ,57):1.000000
(3 ,59):1.000000
(3 ,61):1.000000
(3 ,64):1.000000
(3 ,68):1.000000
(3 ,69):1.000000
(3 ,70):1.000000
(3 ,72):1.000000
(3 ,73):1.000000
(3 ,74):1.000000
(3 ,75):1.000000
(3 ,76):1.000000
(3 ,78):1.000000
(3 ,80):1.000000
(3 ,81):1.000000
(3 ,82):1.000000
(3 ,83):1.000000
(3 ,89):1.000000
(3 ,90):1.000000
(3 ,94):1.000000
(3 ,95):1.000000
(3 ,96):1.000000
(3 ,97):1.000000
(3 ,98):1.000000
(3 ,101):1.000000
(3 ,102):1.000000
(3 ,103):1.000000
(3 ,105):1.000000
(3 ,107):1.000000
(3 ,108):1.000000
(3 ,109):1.000000
(3 ,111):1.000000
(3 ,114):1.000000
(3 ,115):1.000000
(3 ,117):1.000000
(3 ,119):1.000000
(3 ,121):1.000000
(3 ,125):1.000000
(3 ,126):1.000000
(3 ,127):1.000000
(3 ,128):1.000000
(3 ,129):1.000000
(3 ,130):1.000000
(3 ,131):1.000000
(3 ,132):1.000000
(3 ,133):1.000000
(3 ,134):1.000000
(3 ,137):1.000000
(3 ,138):1.000000
(3 ,140):1.000000
(3 ,141):1.000000
(3 ,142):1.000000
(3 ,144):1.000000
(3 ,146):1.000000
(3 ,147):1.000000
(3 ,148):1.000000
(3 ,149):1.000000
(3 ,150):1.000000
(3 ,152):1.000000
(3 ,153):1.000000
(3 ,154):1.000000
(3 ,155):1.000000
(3 ,157):1.000000
(3 ,158):1.000000
(3 ,160):1.000000
(3 ,163):1.000000
(3 ,164):1.000000
(3 ,165):1.000000
(3 ,166):1.000000
(3 ,167):1.000000
(3 ,168):1.000000
(3 ,169):1.000000
(3 ,170):1.000000
(3 ,171):1.000000
(3 ,172):1.000000
(3 ,173):1.000000
(3 ,177):1.000000
(3 ,179):1.000000
(3 ,180):1.000000
(3 ,181):1.000000
(3 ,182):1.000000
(3 ,183):1.000000
(3 ,185):1.000000
(3 ,186):1.000000
(3 ,187):1.000000
(3 ,188):1.000000
(3 ,190):1.000000
(3 ,191):1.000000
(5 ,1):1.000000
(5 ,20):1.000000
(5 ,37):1.000000
(5 ,45):1.000000
(5 ,84):1.000000
(5 ,175):1.000000
(5 ,228):1.000000
(5 ,244):1.000000
(5 ,287):1.000000
(5 ,305):1.000000
(5 ,321):1.000000
(5 ,364):1.000000
(5 ,365):1.000000
(5 ,407):1.000000
(5 ,425):1.000000
(5 ,431):1.000000
(5 ,519):1.000000
(5 ,521):1.000000
(5 ,542):1.000000
(5 ,543):1.000000
(5 ,548):1.000000
(5 ,563):1.000000
(5 ,564):1.000000
(5 ,616):1.000000
(5 ,617):1.000000
(5 ,618):1.000000
(5 ,619):1.000000
(5 ,621):1.000000
(5 ,622):1.000000
(5 ,623):1.000000
(5 ,634):1.000000
(5 ,635):1.000000
(5 ,640):1.000000
(5 ,642):1.000000
(5 ,643):1.000000
(5 ,646):1.000000
(5 ,649):1.000000
(5 ,654):1.000000
(5 ,660):1.000000
(5 ,663):1.000000
(5 ,664):1.000000
(5 ,665):1.000000
(5 ,667):1.000000
(5 ,669):1.000000
(5 ,671):1.000000
(5 ,672):1.000000
(5 ,674):1.000000
(5 ,675):1.000000
(5 ,676):1.000000
(5 ,677):1.000000
(5 ,678):1.000000
(5 ,679):1.000000
(5 ,683):1.000000
(5 ,684):1.000000
(5 ,685):1.000000
(5 ,686):1.000000
(5 ,687):1.000000
(6 ,41):1.000000
(6 ,48):1.000000
(6 ,52):1.000000
(6 ,200):1.000000
(6 ,222):1.000000
(6 ,263):1.000000
(6 ,264):1.000000
(6 ,267):1.000000
(6 ,278):1.000000
(6 ,293):1.000000
(6 ,332):1.000000
(6 ,443):1.000000
(6 ,462):1.000000
(6 ,512):1.000000
(6 ,600):1.000000
(6 ,627):1.000000
(6 ,698):1.000000
(6 ,700):1.000000
(6 ,702):1.000000
(6 ,707):1.000000
(6 ,712):1.000000
(6 ,718):1.000000
(6 ,720):1.000000
(6 ,721):1.000000
(6 ,722):1.000000
(6 ,723):1.000000
(6 ,727):1.000000
(6 ,728):1.000000
(6 ,729):1.000000
(7 ,5):1.000000
(7 ,63):1.000000
(7 ,113):1.000000
(7 ,118):1.000000
(7 ,215):1.000000
(7 ,337):1.000000
(7 ,348):1.000000
(7 ,373):1.000000
(7 ,406):1.000000
(7 ,411):1.000000
(7 ,574):1.000000
(7 ,587):1.000000
(7 ,610):1.000000
(7 ,638):1.000000
(7 ,738):1.000000
(7 ,778):1.000000
(7 ,784):1.000000
(7 ,794):1.000000
(7 ,797):1.000000
(7 ,799):1.000000
(7 ,807):1.000000
(7 ,808):1.000000
(7 ,812):1.000000
(7 ,816):1.000000
(7 ,820):1.000000
(7 ,821):1.000000
(7 ,823):1.000000
(7 ,824):1.000000
(7 ,826):1.000000
(7 ,827):1.000000
(7 ,828):1.000000
(7 ,830):1.000000
(7 ,831):1.000000
(7 ,835):1.000000
(7 ,838):1.000000
(7 ,839):1.000000
(7 ,843):1.000000
(7 ,844):1.000000
(7 ,846):1.000000
(7 ,848):1.000000
(7 ,851):1.000000
(7 ,852):1.000000
(7 ,854):1.000000
(7 ,858):1.000000
(7 ,860):1.000000
(8 ,222):1.000000
(8 ,27):1.000000
(8 ,40):1.000000
(8 ,47):1.000000
(8 ,145):1.000000
(8 ,255):1.000000
(8 ,326):1.000000
(8 ,471):1.000000
(8 ,520):1.000000
(8 ,699):1.000000
(8 ,719):1.000000
(8 ,863):1.000000
(8 ,864):1.000000
(8 ,867):1.000000
(8 ,873):1.000000
(8 ,874):1.000000
(8 ,876):1.000000
(8 ,880):1.000000
(8 ,881):1.000000
(8 ,882):1.000000
(9 ,39):1.000000
(9 ,217):1.000000
(9 ,1075):1.000000
(11 ,73):1.000000
(11 ,282):1.000000
(11 ,445):1.000000
(16 ,9):1.000000
(16 ,295):1.000000
(16 ,298):1.000000
(16 ,509):1.000000
(16 ,517):1.000000
(16 ,639):1.000000
(16 ,1064):1.000000
(16 ,1230):1.000000
(16 ,1285):1.000000
(16 ,1286):1.000000
(18 ,1):1.000000
(18 ,66):1.000000
(18 ,408):1.000000
(19 ,77):1.000000
(19 ,123):1.000000
(19 ,446):1.000000
(19 ,447):1.000000
(19 ,631):1.000000
(19 ,766):1.000000
(19 ,912):1.000000
(19 ,1396):1.000000
(19 ,1397):1.000000
(20 ,58):1.000000
(21 ,62):1.000000
(21 ,104):1.000000
(21 ,239):1.000000
(21 ,270):1.000000
(21 ,274):1.000000
(21 ,280):1.000000
(21 ,586):1.000000
(21 ,599):1.000000
(21 ,910):1.000000
(21 ,958):1.000000
(21 ,1002):1.000000
(21 ,1005):1.000000
(21 ,1079):1.000000
(21 ,1177):1.000000
(21 ,1349):1.000000
(21 ,1428):1.000000
(21 ,1429):1.000000
(21 ,1432):1.000000
(21 ,1436):1.000000
(24 ,87):1.000000
(24 ,203):1.000000
(24 ,266):1.000000
(24 ,356):1.000000
(24 ,515):1.000000
(24 ,533):1.000000
(24 ,544):1.000000
(24 ,689):1.000000
(24 ,692):1.000000
(24 ,695):1.000000
(24 ,976):1.000000
(24 ,1160):1.000000
(24 ,1313):1.000000
(24 ,1376):1.000000
(24 ,1624):1.000000
(25 ,1):1.000000
(25 ,92):1.000000
(25 ,195):1.000000
(25 ,199):1.000000
(25 ,336):1.000000
(28 ,5):1.000000
(29 ,104):1.000000
(29 ,1400):1.000000
(29 ,1822):1.000000
(29 ,1823):1.000000
(31 ,1):1.000000
(31 ,1387):1.000000
(32 ,133):1.000000
(32 ,201):1.000000
(32 ,1420):1.000000
(36 ,88):1.000000
(36 ,110):1.000000
(36 ,143):1.000000
(36 ,214):1.000000
(36 ,224):1.000000
(36 ,226):1.000000
(36 ,252):1.000000
(36 ,253):1.000000
(36 ,256):1.000000
(36 ,257):1.000000
(36 ,258):1.000000
(36 ,259):1.000000
(36 ,260):1.000000
(36 ,262):1.000000
(36 ,265):1.000000
(36 ,269):1.000000
(36 ,272):1.000000
(36 ,273):1.000000
(36 ,276):1.000000
(36 ,277):1.000000
(36 ,279):1.000000
(36 ,281):1.000000
(36 ,283):1.000000
(36 ,284):1.000000
(36 ,285):1.000000
(36 ,286):1.000000
(36 ,288):1.000000
(36 ,289):1.000000
(36 ,292):1.000000
(36 ,294):1.000000
(36 ,297):1.000000
(36 ,301):1.000000
(36 ,303):1.000000
(36 ,308):1.000000
(36 ,311):1.000000
(36 ,315):1.000000
(36 ,322):1.000000
(36 ,325):1.000000
(36 ,328):1.000000
(36 ,330):1.000000
(36 ,331):1.000000
(36 ,338):1.000000
(36 ,339):1.000000
(36 ,342):1.000000
(36 ,345):1.000000
(36 ,350):1.000000
(36 ,353):1.000000
(36 ,354):1.000000
(36 ,355):1.000000
(36 ,358):1.000000
(36 ,360):1.000000
(36 ,361):1.000000
(36 ,362):1.000000
(36 ,363):1.000000
(36 ,368):1.000000
(36 ,372):1.000000
(36 ,374):1.000000
(36 ,384):1.000000
(36 ,385):1.000000
(36 ,387):1.000000
(36 ,389):1.000000
(36 ,396):1.000000
(36 ,397):1.000000
(36 ,398):1.000000
(36 ,400):1.000000
(36 ,401):1.000000
(36 ,403):1.000000
(36 ,409):1.000000
(36 ,410):1.000000
(36 ,414):1.000000
(36 ,415):1.000000
(36 ,417):1.000000
(36 ,419):1.000000
(36 ,422):1.000000
(36 ,423):1.000000
(36 ,424):1.000000
(36 ,426):1.000000
(36 ,427):1.000000
(36 ,428):1.000000
(36 ,430):1.000000
(36 ,433):1.000000
(36 ,434):1.000000
(36 ,435):1.000000
(37 ,210):1.000000
(38 ,579):1.000000
(38 ,584):1.000000
(38 ,594):1.000000
(39 ,207):1.000000
(39 ,213):1.000000
(39 ,216):1.000000
(39 ,219):1.000000
(39 ,225):1.000000
(39 ,268):1.000000
(39 ,299):1.000000
(39 ,317):1.000000
(39 ,347):1.000000
(39 ,375):1.000000
(39 ,440):1.000000
(39 ,442):1.000000
(39 ,461):1.000000
(39 ,480):1.000000
(39 ,501):1.000000
(39 ,507):1.000000
(39 ,523):1.000000
(39 ,534):1.000000
(39 ,609):1.000000
(39 ,626):1.000000
(39 ,630):1.000000
(39 ,658):1.000000
(39 ,733):1.000000
(39 ,740):1.000000
(39 ,741):1.000000
(39 ,744):1.000000
(39 ,745):1.000000
(39 ,746):1.000000
(39 ,747):1.000000
(39 ,750):1.000000
(39 ,751):1.000000
(39 ,752):1.000000
(39 ,753):1.000000
(39 ,755):1.000000
(39 ,758):1.000000
(39 ,759):1.000000
(39 ,760):1.000000
(39 ,764):1.000000
(39 ,768):1.000000
(39 ,769):1.000000
(39 ,779):1.000000
(39 ,780):1.000000
(39 ,781):1.000000
(39 ,783):1.000000
(39 ,786):1.000000
(39 ,787):1.000000
(39 ,788):1.000000
(39 ,790):1.000000
(39 ,792):1.000000
(39 ,793):1.000000
(40 ,323):1.000000
(40 ,518):1.000000
(40 ,632):1.000000
(40 ,897):1.000000
(40 ,898):1.000000
(40 ,899):1.000000
(41 ,232):1.000000
(42 ,552):1.000000
(42 ,717):1.000000
(43 ,238):1.000000
(43 ,334):1.000000
(43 ,615):1.000000
(43 ,628):1.000000
(43 ,948):1.000000
(43 ,949):1.000000
(43 ,950):1.000000
(43 ,953):1.000000
(44 ,125):1.000000
(44 ,12):1.000000
(44 ,196):1.000000
(44 ,736):1.000000
(44 ,815):1.000000
(44 ,1001):1.000000
(45 ,762):1.000000
(46 ,306):1.000000
(46 ,314):1.000000
(46 ,352):1.000000
(46 ,926):1.000000
(46 ,1037):1.000000
(47 ,636):1.000000
(49 ,1073):1.000000
(50 ,85):1.000000
(50 ,100):1.000000
(50 ,122):1.000000
(50 ,198):1.000000
(50 ,218):1.000000
(50 ,223):1.000000
(50 ,227):1.000000
(50 ,233):1.000000
(50 ,236):1.000000
(50 ,243):1.000000
(50 ,307):1.000000
(50 ,340):1.000000
(50 ,341):1.000000
(50 ,394):1.000000
(50 ,421):1.000000
(50 ,429):1.000000
(50 ,444):1.000000
(50 ,473):1.000000
(50 ,486):1.000000
(50 ,488):1.000000
(50 ,490):1.000000
(50 ,491):1.000000
(50 ,539):1.000000
(50 ,547):1.000000
(50 ,551):1.000000
(50 ,553):1.000000
(50 ,641):1.000000
(50 ,652):1.000000
(50 ,653):1.000000
(50 ,666):1.000000
(50 ,670):1.000000
(50 ,709):1.000000
(50 ,805):1.000000
(50 ,811):1.000000
(50 ,822):1.000000
(50 ,957):1.000000
(50 ,967):1.000000
(50 ,1010):1.000000
(50 ,1011):1.000000
(50 ,1022):1.000000
(50 ,1026):1.000000
(50 ,1070):1.000000
(50 ,1085):1.000000
(50 ,1087):1.000000
(50 ,1109):1.000000
(50 ,1110):1.000000
(50 ,1111):1.000000
(50 ,1112):1.000000
(50 ,1114):1.000000
(50 ,1116):1.000000
(50 ,1117):1.000000
(50 ,1118):1.000000
(50 ,1119):1.000000
(50 ,1121):1.000000
(50 ,1122):1.000000
(50 ,1123):1.000000
(50 ,1124):1.000000
(50 ,1125):1.000000
(50 ,1126):1.000000
(50 ,1127):1.000000
(50 ,1128):1.000000
(50 ,1129):1.000000
(50 ,1130):1.000000
(50 ,1132):1.000000
(50 ,1133):1.000000
(50 ,1134):1.000000
(50 ,1135):1.000000
(50 ,1136):1.000000
(50 ,1137):1.000000
(50 ,1139):1.000000
(50 ,1140):1.000000
(50 ,1141):1.000000
(50 ,1142):1.000000
(50 ,1143):1.000000
(50 ,1144):1.000000
(50 ,1148):1.000000
(50 ,1152):1.000000
(50 ,1154):1.000000
(51 ,3):1.000000
(51 ,211):1.000000
(51 ,234):1.000000
(51 ,300):1.000000
(51 ,714):1.000000
(51 ,774):1.000000
(51 ,1029):1.000000
(51 ,1038):1.000000
(51 ,1077):1.000000
(51 ,1187):1.000000
(51 ,1188):1.000000
(51 ,1189):1.000000
(51 ,1190):1.000000
(51 ,1191):1.000000
(51 ,1193):1.000000
(51 ,1195):1.000000
(51 ,1198):1.000000
(51 ,1199):1.000000
(51 ,1200):1.000000
(51 ,1201):1.000000
(51 ,1205):1.000000
(51 ,1207):1.000000
(53 ,86):1.000000
(53 ,536):1.000000
(53 ,1028):1.000000
(53 ,1219):1.000000
(53 ,1220):1.000000
(53 ,1221):1.000000
(53 ,1222):1.000000
(55 ,7):1.000000
(55 ,56):1.000000
(55 ,60):1.000000
(55 ,204):1.000000
(55 ,290):1.000000
(55 ,291):1.000000
(55 ,309):1.000000
(55 ,452):1.000000
(55 ,453):1.000000
(55 ,734):1.000000
(55 ,796):1.000000
(55 ,896):1.000000
(55 ,914):1.000000
(55 ,955):1.000000
(55 ,1041):1.000000
(55 ,1224):1.000000
(55 ,1225):1.000000
(55 ,1226):1.000000
(55 ,1227):1.000000
(55 ,1228):1.000000
(55 ,1229):1.000000
(55 ,1231):1.000000
(55 ,1233):1.000000
(55 ,1235):1.000000
(55 ,1237):1.000000
(57 ,275):1.000000
(57 ,711):1.000000
(58 ,237):1.000000
(58 ,327):1.000000
(58 ,466):1.000000
(58 ,485):1.000000
(58 ,625):1.000000
(58 ,757):1.000000
(58 ,802):1.000000
(58 ,1004):1.000000
(58 ,1039):1.000000
(58 ,1065):1.000000
(58 ,1089):1.000000
(58 ,1105):1.000000
(58 ,1252):1.000000
(58 ,1255):1.000000
(58 ,1256):1.000000
(58 ,1259):1.000000
(58 ,1260):1.000000
(58 ,1261):1.000000
(58 ,1262):1.000000
(58 ,1263):1.000000
(59 ,304):1.000000
(59 ,388):1.000000
(59 ,1080):1.000000
(59 ,1266):1.000000
(59 ,1267):1.000000
(59 ,1269):1.000000
(59 ,1270):1.000000
(59 ,1273):1.000000
(61 ,1092):1.000000
(62 ,573):1.000000
(62 ,739):1.000000
(62 ,894):1.000000
(63 ,529):1.000000
(63 ,624):1.000000
(63 ,715):1.000000
(63 ,1310):1.000000
(64 ,1074):1.000000
(65 ,7):1.000000
(65 ,209):1.000000
(65 ,481):1.000000
(65 ,560):1.000000
(65 ,590):1.000000
(65 ,602):1.000000
(65 ,673):1.000000
(65 ,785):1.000000
(65 ,795):1.000000
(65 ,847):1.000000
(65 ,850):1.000000
(65 ,905):1.000000
(65 ,1017):1.000000
(65 ,1043):1.000000
(65 ,1091):1.000000
(65 ,1147):1.000000
(65 ,1314):1.000000
(65 ,1315):1.000000
(65 ,1317):1.000000
(65 ,1318):1.000000
(65 ,1321):1.000000
(65 ,1323):1.000000
(65 ,1324):1.000000
(65 ,1325):1.000000
(65 ,1327):1.000000
(65 ,1328):1.000000
(66 ,392):1.000000
(66 ,460):1.000000
(66 ,810):1.000000
(66 ,1332):1.000000
(67 ,12):1.000000
(67 ,492):1.000000
(67 ,829):1.000000
(67 ,1337):1.000000
(67 ,1339):1.000000
(68 ,495):1.000000
(68 ,1378):1.000000
(69 ,1380):1.000000
(70 ,1381):1.000000
(71 ,5):1.000000
(71 ,13):1.000000
(13 ,903):1.000000
(13 ,921):1.000000
(71 ,26):1.000000
(26 ,230):1.000000
(26 ,694):1.000000
(71 ,545):1.000000
(71 ,1068):1.000000
(71 ,1096):1.000000
(71 ,1097):1.000000
(71 ,1098):1.000000
(71 ,1408):1.000000
(71 ,1409):1.000000
(72 ,557):1.000000
(72 ,1416):1.000000
(73 ,1158):1.000000
(75 ,366):1.000000
(76 ,1066):1.000000
(77 ,79):1.000000
(77 ,197):1.000000
(77 ,319):1.000000
(77 ,454):1.000000
(77 ,458):1.000000
(77 ,782):1.000000
(77 ,1472):1.000000
(77 ,1473):1.000000
(79 ,886):1.000000
(81 ,875):1.000000
(82 ,402):1.000000
(82 ,437):1.000000
(82 ,500):1.000000
(82 ,1311):1.000000
(82 ,1456):1.000000
(82 ,1510):1.000000
(83 ,865):1.000000
(83 ,1072):1.000000
(84 ,23):1.000000
(84 ,202):1.000000
(84 ,464):1.000000
(84 ,581):1.000000
(84 ,613):1.000000
(84 ,637):1.000000
(84 ,645):1.000000
(84 ,1335):1.000000
(84 ,1540):1.000000
(87 ,1007):1.000000
(87 ,1410):1.000000
(88 ,343):1.000000
(88 ,451):1.000000
(88 ,801):1.000000
(88 ,1545):1.000000
(88 ,1546):1.000000
(89 ,918):1.000000
(90 ,748):1.000000
(90 ,993):1.000000
(90 ,1157):1.000000
(90 ,1457):1.000000
(91 ,71):1.000000
(91 ,1356):1.000000
(91 ,1402):1.000000
(91 ,1427):1.000000
(92 ,310):1.000000
(92 ,540):1.000000
(92 ,889):1.000000
(92 ,916):1.000000
(92 ,1031):1.000000
(92 ,1090):1.000000
(92 ,1290):1.000000
(92 ,1401):1.000000
(92 ,1585):1.000000
(93 ,58):1.000000
(93 ,1278):1.000000
(94 ,378):1.000000
(94 ,569):1.000000
(94 ,726):1.000000
(94 ,904):1.000000
(94 ,1591):1.000000
(94 ,1592):1.000000
(94 ,1593):1.000000
(95 ,535):1.000000
(95 ,1086):1.000000
(98 ,633):1.000000
(98 ,1355):1.000000
(98 ,1606):1.000000
(99 ,3):1.000000
(100 ,329):1.000000
(100 ,1589):1.000000
(103 ,351):1.000000
(103 ,448):1.000000
(103 ,1055):1.000000
(103 ,1521):1.000000
(104 ,151):1.000000
(104 ,194):1.000000
(104 ,459):1.000000
(104 ,467):1.000000
(104 ,697):1.000000
(104 ,791):1.000000
(104 ,954):1.000000
(104 ,1168):1.000000
(104 ,1258):1.000000
(104 ,1368):1.000000
(105 ,605):1.000000
(105 ,884):1.000000
(105 ,959):1.000000
(105 ,1474):1.000000
(105 ,1529):1.000000
(105 ,1641):1.000000
(105 ,1642):1.000000
(106 ,92):1.000000
(107 ,693):1.000000
(112 ,203):1.000000
(113 ,891):1.000000
(114 ,124):1.000000
(114 ,212):1.000000
(114 ,1296):1.000000
(114 ,1610):1.000000
(116 ,3):1.000000
(116 ,840):1.000000
(116 ,1103):1.000000
(116 ,1666):1.000000
(116 ,1674):1.000000
(116 ,1675):1.000000
(119 ,763):1.000000
(120 ,87):1.000000
(120 ,1372):1.000000
(121 ,386):1.000000
(121 ,393):1.000000
(121 ,890):1.000000
(121 ,1113):1.000000
(121 ,1461):1.000000
(123 ,205):1.000000
(123 ,1247):1.000000
(123 ,1696):1.000000
(125 ,1704):1.000000
(128 ,943):1.000000
(129 ,1009):1.000000
(130 ,772):1.000000
(130 ,1366):1.000000
(131 ,1723):1.000000
(133 ,449):1.000000
(133 ,516):1.000000
(133 ,973):1.000000
(133 ,1179):1.000000
(133 ,1750):1.000000
(134 ,972):1.000000
(134 ,1664):1.000000
(135 ,71):1.000000
(136 ,3):1.000000
(136 ,316):1.000000
(136 ,468):1.000000
(136 ,555):1.000000
(136 ,1471):1.000000
(136 ,1583):1.000000
(136 ,1670):1.000000
(136 ,1706):1.000000
(136 ,1759):1.000000
(137 ,208):1.000000
(137 ,1036):1.000000
(138 ,10):1.000000
(138 ,161):1.000000
(138 ,731):1.000000
(138 ,1050):1.000000
(138 ,1212):1.000000
(138 ,1277):1.000000
(138 ,1405):1.000000
(138 ,1762):1.000000
(139 ,120):1.000000
(140 ,951):1.000000
(140 ,1449):1.000000
(140 ,1770):1.000000
(140 ,1771):1.000000
(142 ,484):1.000000
(142 ,1681):1.000000
(142 ,1775):1.000000
(142 ,1776):1.000000
(143 ,357):1.000000
(143 ,598):1.000000
(143 ,833):1.000000
(143 ,888):1.000000
(143 ,945):1.000000
(143 ,989):1.000000
(143 ,1078):1.000000
(143 ,1736):1.000000
(145 ,248):1.000000
(145 ,470):1.000000
(145 ,651):1.000000
(145 ,773):1.000000
(145 ,1246):1.000000
(145 ,1477):1.000000
(145 ,1779):1.000000
(145 ,1780):1.000000
(146 ,644):1.000000
(146 ,857):1.000000
(148 ,804):1.000000
(150 ,966):1.000000
(150 ,1442):1.000000
(150 ,1747):1.000000
(150 ,1785):1.000000
(151 ,457):1.000000
(151 ,659):1.000000
(151 ,1044):1.000000
(152 ,1720):1.000000
(154 ,608):1.000000
(155 ,380):1.000000
(155 ,493):1.000000
(155 ,650):1.000000
(155 ,842):1.000000
(155 ,944):1.000000
(155 ,962):1.000000
(155 ,963):1.000000
(155 ,968):1.000000
(155 ,1012):1.000000
(155 ,1046):1.000000
(155 ,1306):1.000000
(155 ,1554):1.000000
(155 ,1581):1.000000
(155 ,1798):1.000000
(156 ,5):1.000000
(156 ,528):1.000000
(156 ,964):1.000000
(156 ,1170):1.000000
(156 ,1538):1.000000
(159 ,45):1.000000
(159 ,381):1.000000
(159 ,474):1.000000
(159 ,1805):1.000000
(160 ,377):1.000000
(161 ,476):1.000000
(161 ,942):1.000000
(161 ,984):1.000000
(161 ,1605):1.000000
(161 ,1644):1.000000
(161 ,1778):1.000000
(162 ,68):1.000000
(162 ,1810):1.000000
(166 ,1430):1.000000
(167 ,383):1.000000
